career_field,current_education_level,budget_constraint,timeline_urgency,age,years_of_experience,interest_alignment_score,skill_transferability_score,geographic_flexibility,learning_commitment_hours_per_week,has_relevant_certifications,has_industry_connections,current_career_satisfaction,family_support_level,health_constraints,language_proficiency,prior_career_switches,education_gap_years,target_career_growth_trend,viability_score
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),39,3,0.38300385149102467,0.43568425330661453,2,21,0,0,0.36410718372002293,1,1,1,0,3,0.4172972513134443,0.4283629116738682
Product Manager,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),33,0,0.417558536647365,0.4701423969946051,0,32,0,0,0.26354626479849225,2,0,1,1,14,0.7632723636994171,0.40568603849037665
Doctor (MBBS),Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),33,0,0.5700309634613866,0.4965420478948077,1,6,1,1,0.3249893381844783,1,0,1,1,2,0.5051775838863423,0.6066635788282584
Software Engineer,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),36,5,0.7498153128591515,0.437897157352146,0,20,0,0,0.7007996611335513,2,0,0,1,0,0.5981957116809511,0.48551743870202224
Software Engineer,Bachelor's,Flexible (>₹2L),Flexible (5+ years),43,1,0.7232243072292631,0.35528659202271373,0,6,0,0,0.5201902930696015,1,1,1,0,2,0.7070521199432623,0.3914476082596094
Entrepreneur,Master's,Limited (₹25K-₹75K),Immediate (<1 year),22,3,0.7381680964417958,0.5100147572697427,0,8,0,0,0.31925523147994345,1,0,2,1,2,0.648905224008415,0.4322849991719108
Graphic Designer,High School,Very Limited (<₹25K),Flexible (5+ years),27,2,0.906962358923286,0.9030607332238086,1,24,1,0,0.5163675510125995,1,0,1,1,0,0.7252285221694699,0.7172946303260721
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),24,0,0.6486481925676139,0.5043556994966079,1,10,0,1,0.3974791663981231,1,0,1,0,0,0.8275540107998098,0.5643867356580984
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),33,2,0.6715352389619774,0.5716797965362072,0,19,0,1,0.2975619774575217,1,0,1,1,0,0.4756328065879032,0.5752125587293455
Doctor (MBBS),Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),37,2,0.7705335268568105,0.47103115850522337,0,23,0,1,0.775599474962728,2,0,0,0,4,0.3220249819249992,0.5616659878285926
Teacher,Master's,Limited (₹25K-₹75K),Flexible (5+ years),34,4,0.6192149466672106,0.40716525253750047,0,12,1,0,0.11330476983148446,2,0,1,0,0,0.3479884070443888,0.5416519590747124
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),25,2,0.7098034033759247,0.6260308689404701,1,37,0,0,0.6154363380356939,1,1,0,1,0,0.5987592708401661,0.573781457656479
Machine Learning Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),34,6,0.6767039411221097,0.8021650154554227,1,11,0,1,0.45030553897936787,1,0,1,0,0,0.450119507203914,0.5969062389539627
Graphic Designer,Master's,Very Limited (<₹25K),Urgent (1-2 years),18,3,0.6198667450741389,0.6239424786315215,0,29,1,1,0.46975273992594024,2,1,1,0,0,0.40612295058659686,0.7231332313425888
Software Engineer,Diploma,Moderate (₹75K-₹2L),Immediate (<1 year),40,7,0.4495646304135798,0.5423671020869474,1,37,0,0,0.23524072254904677,1,0,0,0,0,0.9325687731056622,0.544884393923589
Product Manager,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),39,0,0.4572519314552157,0.6029292464806587,1,18,0,0,0.6308429124070334,1,0,1,0,2,0.8315560248707698,0.44609209555299545
Doctor (MBBS),Bachelor's,Very Limited (<₹25K),Medium (2-5 years),43,3,0.6403526758526028,0.5577177588125615,1,11,1,1,0.6364948095445757,1,0,2,0,0,0.4411280482884921,0.6432098609296006
Teacher,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),36,0,0.5856267985561051,0.5321675719387526,1,18,0,0,0.583169349718229,1,0,2,2,0,0.7578795440857989,0.47318600522041243
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Immediate (<1 year),38,2,0.43302188306881995,0.5145789464018912,0,10,0,0,0.3983585790759737,1,0,1,1,0,0.8306323245850937,0.39790490584950367
Data Scientist,Diploma,Limited (₹25K-₹75K),Flexible (5+ years),31,6,0.5543800359966622,0.5353814089661704,0,21,0,0,0.3174284823994026,1,0,2,0,0,0.9188371438759626,0.475003651618086
Entrepreneur,Diploma,Limited (₹25K-₹75K),Flexible (5+ years),29,5,0.6082943837825437,0.776756293659848,1,10,0,0,0.5453415426083357,2,0,1,0,3,0.7119058748582473,0.48900053741798155
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Urgent (1-2 years),36,0,0.7121750387776998,0.5245403276074566,1,26,1,0,0.6871934981778913,2,1,2,0,0,0.3787700308007445,0.6281948835278012
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),24,0,0.6050090023840149,0.8998202979286283,1,38,1,1,0.6403905787825999,1,0,1,0,0,0.9274182074150703,0.8128262265977206
Investment Banker,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),22,6,0.978854736231912,0.5850106946087268,1,40,0,0,0.2026096384810141,1,0,0,0,0,0.43008504539755477,0.6448963217835185
Lawyer,Diploma,Very Limited (<₹25K),Medium (2-5 years),34,0,0.5607791843877733,0.541907249895764,2,21,0,1,0.27988117703846593,0,0,2,1,0,0.42399565589080673,0.5793976483045363
Doctor (MBBS),Master's,Limited (₹25K-₹75K),Medium (2-5 years),32,1,0.5681892523242029,0.48744520569181526,0,18,0,1,0.38453599026546675,1,0,1,1,1,0.8471465192830359,0.5457184911028247
Data Scientist,Bachelor's,Flexible (>₹2L),Flexible (5+ years),35,0,0.636452517225937,0.7982555605932206,1,40,1,0,0.6365557984829184,2,0,1,0,3,0.8991182312708981,0.7151569591735697
Product Manager,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),35,0,0.5447901687792888,0.6849546519118317,0,28,1,0,0.4455923509900129,1,0,2,1,0,0.40293105499466864,0.5895681667428653
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),27,2,0.44887444168824286,0.6345280658538578,0,33,0,0,0.34307697691385,2,1,1,0,6,0.676793709761853,0.4853899348581273
Software Engineer,Diploma,Moderate (₹75K-₹2L),Medium (2-5 years),44,4,0.5900509418673352,0.5345113221588361,2,39,1,1,0.2424905671736703,1,0,0,2,0,0.9340566418224021,0.804015190429729
Doctor (MBBS),Bachelor's,Very Limited (<₹25K),Medium (2-5 years),45,5,0.6919134214192821,0.48861913490244135,1,15,0,0,0.7345855544045825,1,0,1,1,2,0.6784893111638483,0.4517874090238526
Graphic Designer,Bachelor's,Flexible (>₹2L),Medium (2-5 years),32,5,0.8355488864312024,0.4435335372596666,1,7,0,0,0.6916354387929979,2,0,1,0,3,0.5535172658381746,0.45798389922744936
Product Manager,Diploma,Very Limited (<₹25K),Urgent (1-2 years),39,4,0.7362184165230888,0.2917712615772956,1,32,0,1,0.6900046262667244,1,0,0,0,6,0.3632912828385121,0.5546737053698015
Investment Banker,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),21,3,0.3744775249193852,0.43250262541180223,1,17,0,0,0.1756650371240977,2,1,2,0,0,0.6207889108789902,0.450777092483392
Teacher,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),18,1,0.4044554872113818,0.5873655785174045,1,23,0,0,0.5609697560652114,0,0,1,0,2,0.8860176823541783,0.43316499720100204
Investment Banker,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),24,0,0.6391957753937492,0.38377946421417264,0,25,0,0,0.468832002308935,0,0,2,1,0,0.724464182709457,0.44193768373090186
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),25,0,0.6359555864785709,0.2920397367713852,1,5,0,0,0.44221959968485336,2,0,0,1,0,0.508950314455447,0.41808361354995166
Data Scientist,Master's,Limited (₹25K-₹75K),Flexible (5+ years),28,6,0.47685315859301775,0.23381333985157787,1,18,0,1,0.3038184910786409,2,0,1,0,0,0.5427118545360712,0.5348873008692118
Machine Learning Engineer,Bachelor's,Flexible (>₹2L),Immediate (<1 year),30,7,0.6029768861928813,0.7014733736364108,1,18,0,0,0.5401046279046225,2,0,1,0,0,0.856121495641913,0.5341172266709023
Software Engineer,High School,Moderate (₹75K-₹2L),Flexible (5+ years),34,4,0.4736596835636394,0.7256462947463423,1,40,1,0,0.6771079012575794,0,0,1,1,0,0.624783880588695,0.625962679891235
Civil Engineer,Bachelor's,Moderate (₹75K-₹2L),Immediate (<1 year),23,0,0.4906593123495853,0.3902006506775466,0,28,0,0,0.8011420460138149,1,0,0,1,0,0.5550906658897063,0.4243593910653436
Software Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),43,4,0.5854421981433897,0.5474233216525093,0,10,0,1,0.2503836550601086,1,0,2,0,4,0.5843592347795358,0.5017340501958591
Software Engineer,Bachelor's,Moderate (₹75K-₹2L),Medium (2-5 years),45,0,0.4983206540156025,0.5058375898514661,0,34,0,0,0.6890177653399427,1,0,1,0,0,0.3362245370561624,0.4604001078666514
Doctor (MBBS),Master's,Very Limited (<₹25K),Urgent (1-2 years),27,2,0.3491828160650903,0.5939781981097206,0,7,0,0,0.6435510463394607,1,0,0,0,0,0.5079061129494321,0.35340104625997476
Lawyer,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),23,0,0.6439757546870744,0.4551974043378616,0,5,1,0,0.7912063358432446,2,0,2,1,2,0.7505961654858128,0.5004609197368892
Software Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),44,6,0.4685340738899002,0.4751288300557521,0,40,0,1,0.6395680547200684,2,0,2,1,5,0.6687692994338706,0.5831028681886996
Entrepreneur,Bachelor's,Very Limited (<₹25K),Immediate (<1 year),24,3,0.7282210121165679,0.8638940499734638,0,18,0,1,0.4736835617191121,1,0,0,0,0,0.7220741576695451,0.6301478397168547
Civil Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),29,1,0.5081567417485569,0.6360581756073865,1,33,0,0,0.4993096934706242,2,0,0,0,0,0.6672901265357425,0.5541890963440752
Software Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),43,3,0.7569509389214772,0.8470148166728326,1,17,1,0,0.46359833226011626,1,0,1,1,0,0.49123228001812136,0.6435741076731205
Software Engineer,Master's,Limited (₹25K-₹75K),Flexible (5+ years),33,5,0.41082332596256566,0.6869958929938341,0,14,0,1,0.13564050488986718,1,0,0,0,0,0.425955601726993,0.5272298039834445
Software Engineer,Master's,Limited (₹25K-₹75K),Flexible (5+ years),40,0,0.4996462484710042,0.3811316855156585,0,9,0,0,0.46046490646975996,2,0,0,1,3,0.7521297507941969,0.3854322447377715
Data Scientist,PhD,Very Limited (<₹25K),Medium (2-5 years),21,4,0.5623328925826715,0.4267844652729587,1,8,0,0,0.3844872454762824,1,0,2,0,14,0.9478449113122969,0.34131879826594547
Lawyer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),39,7,0.7036799798157795,0.44938479003943654,0,25,0,0,0.3132582667331647,1,0,1,0,0,0.8705952632010667,0.5047605642924665
Software Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),40,1,0.35594393707050564,0.7285950900941301,1,21,0,0,0.8298324946436082,2,1,1,2,0,0.8434866093485549,0.484910756663468
Doctor (MBBS),Bachelor's,Very Limited (<₹25K),Immediate (<1 year),37,7,0.2867898125220874,0.6439606638469927,0,30,0,0,0.8548466306845725,2,1,1,0,0,0.513502230588037,0.4493848420766396
Civil Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),23,0,0.6268438060717156,0.4518034384734595,2,20,0,0,0.6620597753673165,1,0,0,1,4,0.9031262952932746,0.47852593631499335
Software Engineer,Master's,Very Limited (<₹25K),Medium (2-5 years),23,2,0.6665382004388655,0.5721382601035271,2,5,0,1,0.33706342964402974,1,0,1,1,1,0.33154529611490796,0.5559358057601794
Doctor (MBBS),Bachelor's,Very Limited (<₹25K),Medium (2-5 years),31,0,0.6035736260992718,0.9429853136885622,1,17,0,0,0.6847582258006537,1,0,1,0,0,0.5214754327615068,0.5177483826211814
Data Scientist,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),26,1,0.7770001512449768,0.5671082986811466,1,9,0,0,0.19148013703266542,1,0,1,0,3,0.4916735137687501,0.4692259438879716
Investment Banker,Master's,Very Limited (<₹25K),Medium (2-5 years),19,9,0.31489083468755047,0.8876989254928307,1,33,0,0,0.7003999151090692,2,1,2,0,4,0.9464239225968278,0.530517539469156
Product Manager,Diploma,Limited (₹25K-₹75K),Flexible (5+ years),29,0,0.6065084559887135,0.4977820347572872,2,22,1,0,0.5289065453072987,1,1,1,1,0,0.4028209649223986,0.5971647173920909
Machine Learning Engineer,High School,Flexible (>₹2L),Flexible (5+ years),18,3,0.7203759554280575,0.59211462811585,0,5,0,0,0.39938551584938287,0,0,2,0,0,0.7687403728747104,0.4201101281542553
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),36,0,0.561404785593669,0.4003408417039599,1,34,0,1,0.23946122145688364,1,0,1,0,2,0.6934278283839799,0.6091970803873492
Entrepreneur,Diploma,Very Limited (<₹25K),Urgent (1-2 years),37,5,0.6182221774149517,0.3620718251032967,1,8,0,0,0.48956060516030003,2,1,2,1,2,0.6508327765471185,0.4276854844844925
Machine Learning Engineer,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),32,4,0.7457312361028982,0.46532560555692115,0,12,0,0,0.6057292364419073,2,0,0,0,0,0.9367901799304823,0.48049813522854656
Entrepreneur,Master's,Flexible (>₹2L),Flexible (5+ years),33,0,0.12162594815252104,0.80321047004366,1,23,0,0,0.38028939692903047,2,1,1,0,0,0.6673803652941086,0.47041130855530716
Software Engineer,Master's,Moderate (₹75K-₹2L),Urgent (1-2 years),20,6,0.6126698649380242,0.6636724860786782,1,9,0,1,0.08195992749114223,1,0,2,0,2,0.8548581689725498,0.5811464246401438
Software Engineer,PhD,Moderate (₹75K-₹2L),Medium (2-5 years),19,1,0.7047743128520233,0.7752511179727573,0,7,1,0,0.9252279483879119,0,1,2,0,2,0.4495706439930446,0.4963763317132416
Machine Learning Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),36,10,0.4462911799641257,0.6074396191332968,1,18,0,1,0.5936319536126053,1,0,1,0,2,0.7238928207474191,0.5410538888862271
Data Scientist,High School,Moderate (₹75K-₹2L),Immediate (<1 year),38,3,0.6515537986913864,0.45807377625002227,1,22,0,1,0.43040437696296197,0,1,1,3,3,0.7745284002384258,0.5537280273395538
Software Engineer,PhD,Moderate (₹75K-₹2L),Urgent (1-2 years),39,2,0.7554238615230913,0.5755904275727389,2,33,0,1,0.33964639247061346,1,0,0,0,4,0.6931652964785548,0.6771826149742596
Doctor (MBBS),High School,Moderate (₹75K-₹2L),Urgent (1-2 years),18,0,0.5782090489183432,0.567290549960532,1,8,1,0,0.11831235306053228,0,0,0,0,1,0.8235749764222198,0.5343318567791662
Software Engineer,High School,Very Limited (<₹25K),Urgent (1-2 years),28,0,0.4585141632684146,0.7436968431938255,0,25,0,0,0.2538535618392586,2,0,1,0,1,0.3068531029911134,0.4929906695236828
Machine Learning Engineer,PhD,Moderate (₹75K-₹2L),Urgent (1-2 years),27,5,0.8469680863372466,0.5144956486496565,2,29,1,0,0.619988551162044,0,0,0,0,0,0.8784741617479268,0.668242245094192
Graphic Designer,PhD,Moderate (₹75K-₹2L),Flexible (5+ years),28,6,0.8797357280076554,0.7930239036084192,2,39,1,0,0.28221783120978955,1,0,1,1,0,0.7461909378782741,0.7893493864762183
Software Engineer,High School,Limited (₹25K-₹75K),Medium (2-5 years),43,0,0.7246720841230629,0.47782004672168277,0,39,0,0,0.43720513910776504,1,0,1,2,2,0.4167606727623154,0.5235018671822592
Software Engineer,High School,Moderate (₹75K-₹2L),Urgent (1-2 years),38,4,0.48535970424677377,0.4128978521037525,1,13,0,0,0.4327376377536958,1,0,2,0,0,0.5080618391174121,0.41152282873310353
Teacher,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),38,5,0.45182134976129523,0.435292954837361,1,5,0,0,0.6501839393078819,2,0,2,0,5,0.7000827769691256,0.3685698217275921
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),24,1,0.7131998987251931,0.7924409113070088,1,31,0,1,0.14950301905912827,2,1,2,0,1,0.5130234493394391,0.7142654712884388
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),27,9,0.4121257033756127,0.2806171520660593,0,16,1,0,0.12063902331104032,2,0,1,0,0,0.593149518908468,0.5081432382649028
Software Engineer,High School,Very Limited (<₹25K),Flexible (5+ years),40,0,0.3437523752542311,0.60551890984039,2,14,1,1,0.7651434500869595,1,0,2,1,0,0.5102514402932372,0.6243337110372186
Civil Engineer,Bachelor's,Flexible (>₹2L),Flexible (5+ years),21,0,0.62904689033443,0.6642992292927484,0,6,0,1,0.3126707965921123,2,1,1,0,0,0.6793587900778728,0.5662886621350863
Investment Banker,Diploma,Very Limited (<₹25K),Flexible (5+ years),22,3,0.7993661478219485,0.3687958260505349,1,39,1,1,0.4296865688697316,2,0,1,0,0,0.42480212761795483,0.7861983814093813
Teacher,Bachelor's,Limited (₹25K-₹75K),Medium (2-5 years),34,4,0.5879323464661035,0.565818963364459,0,26,0,0,0.4383080902863989,0,1,2,1,2,0.9092298533739323,0.4601720686189329
Civil Engineer,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),21,2,0.7433259846717326,0.702014856368564,2,26,0,0,0.23925243996639683,1,0,1,0,0,0.9426458055259865,0.6116370936676107
Civil Engineer,High School,Very Limited (<₹25K),Medium (2-5 years),23,0,0.5649285845240926,0.4605260952982593,0,8,1,1,0.4822099901977192,1,0,1,0,0,0.9477021646065773,0.6103392399200003
Machine Learning Engineer,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),45,4,0.5728270365409441,0.8333931387829325,1,13,1,0,0.7510670393201899,2,0,1,3,0,0.7141054857898668,0.6114763004491126
Civil Engineer,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),28,10,0.2670099040930534,0.29886308859415445,2,28,0,1,0.20002053248807447,2,0,0,0,0,0.5716856519388251,0.5718147000802714
Teacher,Bachelor's,Very Limited (<₹25K),Medium (2-5 years),30,0,0.8618580280509929,0.1735133249895297,0,16,1,0,0.761499680298052,1,0,1,0,0,0.8127329307781688,0.5359602668826339
Data Scientist,Diploma,Limited (₹25K-₹75K),Medium (2-5 years),42,0,0.6051139679743003,0.8199897348072325,1,24,1,1,0.5968514180987021,1,0,2,0,0,0.8963612921113986,0.7489967475165797
Doctor (MBBS),Master's,Flexible (>₹2L),Flexible (5+ years),39,3,0.8438647534028807,0.44085369410692526,1,16,1,1,0.6725003822373996,0,0,1,0,0,0.5950031189465135,0.6660261416320706
Doctor (MBBS),High School,Limited (₹25K-₹75K),Flexible (5+ years),28,0,0.6989178356002843,0.8552177573788802,0,20,0,1,0.4698798035669283,2,0,0,0,2,0.5363266032200913,0.6330552373762138
Investment Banker,Master's,Moderate (₹75K-₹2L),Urgent (1-2 years),34,0,0.535305218300388,0.471234937333862,2,26,1,1,0.5684110501663837,1,0,1,3,6,0.9407459120933213,0.678863027356504
Graphic Designer,Bachelor's,Very Limited (<₹25K),Flexible (5+ years),26,5,0.7632843207686637,0.6963842422156992,2,22,0,0,0.2770866784917603,1,0,1,1,3,0.7419740433620978,0.5678588687296046
Machine Learning Engineer,Master's,Very Limited (<₹25K),Flexible (5+ years),45,0,0.7837584610916617,0.5479454678292656,0,9,0,0,0.48517523693215436,1,0,1,0,6,0.6543824671781795,0.4161538739050235
Data Scientist,Bachelor's,Moderate (₹75K-₹2L),Urgent (1-2 years),32,9,0.49877582649228897,0.3798587047338742,1,10,0,0,0.5972063549969213,2,0,2,0,0,0.9419903077883485,0.4364731686481103
Machine Learning Engineer,Master's,Moderate (₹75K-₹2L),Flexible (5+ years),20,2,0.25603212384347734,0.742793827905367,1,32,0,1,0.4310366621274873,1,0,0,0,2,0.403522260280329,0.5679164455288093
Civil Engineer,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),18,0,0.3002906502007175,0.6168153273670317,1,16,0,0,0.7099283491310309,0,0,0,3,0,0.30792365868626675,0.36748019462296005
Software Engineer,Bachelor's,Flexible (>₹2L),Flexible (5+ years),39,4,0.7017176234018587,0.445217404703635,1,26,0,0,0.6638721616731664,2,0,0,0,1,0.9002427401532267,0.5347779976432534
Teacher,PhD,Moderate (₹75K-₹2L),Flexible (5+ years),30,8,0.6305833537315746,0.757151118611892,0,36,1,1,0.6974850643100156,2,0,1,0,0,0.47609974039324543,0.7636200723422601
Graphic Designer,Master's,Very Limited (<₹25K),Medium (2-5 years),34,3,0.7599062629011444,0.6160658571379348,2,7,0,0,0.24373881716191007,0,0,1,0,0,0.8446077687917972,0.5006845787324135
Machine Learning Engineer,Master's,Limited (₹25K-₹75K),Medium (2-5 years),35,0,0.4402471212073643,0.5578849079341995,2,28,0,0,0.44357129777334375,2,0,2,0,3,0.48502456255199194,0.5088048236705353
Data Scientist,Bachelor's,Limited (₹25K-₹75K),Urgent (1-2 years),33,3,0.8925606686012438,0.5873367708210839,0,34,1,0,0.2921379722539549,2,0,0,1,4,0.526633604682243,0.6791707642981591
Software Engineer,Bachelor's,Limited (₹25K-₹75K),Flexible (5+ years),23,0,0.6314797457900939,0.3879811331735482,2,28,1,0,0.5348764786566438,2,0,1,0,0,0.6297814724114845,0.6442383688217931
Data Scientist,Bachelor's,Moderate (₹75K-₹2L),Flexible (5+ years),23,0,0.45231229563420194,0.5716458200940557,1,33,0,0,0.35859061895130534,2,0,1,0,0,0.5777300140887931,0.5359163018978231
